@relation J48_training-comb.arff-weka.filters.unsupervised.attribute.Remove-R25

@attribute Psi_e_A numeric
@attribute PCR numeric
@attribute GATS8i numeric
@attribute nRCOOH numeric
@attribute nImidazoles numeric
@attribute SaaCH numeric
@attribute CATS2D_07_AP numeric
@attribute SHED_LL numeric
@attribute B05[N-O] numeric
@attribute B06[C-C] numeric
@attribute B07[C-O] numeric
@attribute B08[C-C] numeric
@attribute F03[N-S] numeric
@attribute F09[N-N] numeric
@attribute F09[N-N] numeric
@attribute MACCSFP8 numeric
@attribute MACCSFP37 numeric
@attribute MACCSFP38 numeric
@attribute MACCSFP48 numeric
@attribute MACCSFP49 numeric
@attribute MACCSFP62 numeric
@attribute MACCSFP80 numeric
@attribute MACCSFP84 numeric
@attribute MACCSFP125 numeric
@attribute Actividad {Act1,Act-1}

@data
8.1667,1.2437,0,0,0,6.4677,0,5.2412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Act1
8.4167,1.294,1.07,1,0,3.4674,0,12.4582,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,Act1
8.2067,1.161,1.1527,2,0,9.5324,0,10.491,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.0303,1.3475,1.0134,0,0,13.8025,0,9.9648,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,Act-1
7.9206,1.3122,0.8449,0,0,13.6984,0,9.3812,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act1
8.3039,1.1314,0.6636,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,Act-1
8.4632,1.208,1.372,0,0,0,0,3.5446,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.8407,1.4087,0.9961,0,0,9.9629,2,10.6246,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,Act-1
8.1253,1.5369,1.0557,1,0,29.0139,0,14.5163,1,1,1,1,0,4,4,0,0,0,0,0,1,1,1,1,Act1
8.7024,1.1733,1.2832,1,0,1.3625,0,3.7798,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,Act-1
7.7645,1.1384,0.7831,0,0,0,0,8.7204,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
7.7903,1.2266,0.8878,0,0,9.1477,0,12.8769,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Act1
7.677,1.2822,0.8964,0,0,13.8072,0,12.0191,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,Act1
8.7024,1.1733,1.2832,1,0,1.3625,0,3.7798,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,Act-1
8.0804,1.3147,1.0758,0,0,17.3638,0,15.3214,1,1,1,1,0,3,3,0,0,0,0,0,0,0,0,1,Act1
7.8333,1.2026,0.9889,0,0,9.9699,0,11.1024,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
8.0714,1.2893,1.0281,0,0,0,0,12.0728,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Act1
8.0114,1.2789,1.0953,0,0,0,0,9.9199,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Act1
7.4357,1.055,0.8805,0,0,0,0,10.3951,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
8.1691,1.1045,0.8436,1,0,0,0,9.8872,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.0337,1.1018,0.9369,0,0,0,0,6.7612,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
8.0278,1.1111,0.977,0,0,0,0,6.7632,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
8.0741,1.1705,0.9183,0,0,8.3294,0,11.4223,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.4245,1.259,0.9209,0,0,4.438,1,7.2251,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
7.5833,1.3839,0.9622,0,0,7.9755,1,13.7857,0,1,1,1,0,3,3,0,0,1,0,0,1,1,1,1,Act1
7.847,1.0349,0.9442,0,0,0,0,12.2079,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.1578,1.2994,1.0164,1,0,0,0,13.4883,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
7.819,1.1513,0.8595,0,0,1.9887,0,12.321,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.47,1.2311,1.0195,0,0,17.4914,0,10.1545,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act-1
8.1528,1.199,1.0455,0,0,4.0389,1,8.6892,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,Act-1
8.0435,1.2648,0.9539,0,0,2.5657,0,7.6053,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
8.0833,1.3828,1.0419,0,0,12.5017,0,11.4387,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,Act1
7.8951,1.3799,1.0424,0,0,15.3269,0,11.51,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,Act1
7.7011,1.4749,0.9903,0,0,14.8495,0,11.4326,0,1,1,1,0,2,2,0,0,1,0,0,1,1,0,1,Act1
7.7011,1.4749,0.9438,0,0,14.9026,0,11.9647,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,Act1
7.879,1.2355,0.9151,1,0,17.3332,0,12.049,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,Act1
8.4107,1.2295,0.8444,1,0,0,0,3.9057,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,Act-1
8.0929,1.1729,1.0071,1,0,5.0816,0,12.6132,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,Act-1
8.0644,1.3455,1.2367,0,0,7.2781,0,6.3998,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,Act-1
8.279,1.2455,0.8108,1,0,1.091,1,5.681,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,Act-1
8.1828,1.347,1.2225,1,0,8.8188,0,9.2412,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Act1
8.8137,1.0921,1.1917,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,Act-1
7.8379,1.027,0.8817,0,0,0,0,16.6839,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Act1
7.7731,1.0278,0.8898,0,0,0,0,16.4394,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Act-1
7.9508,1.0248,0.8871,0,0,0,0,16.6839,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Act-1
7.2115,1,0,0,0,0,0,4.7451,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.5341,1.0297,0.9436,0,0,0,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.2121,1.2211,1.2131,0,0,13.4133,0,8.0324,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,Act-1
8.2469,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Act-1
7.1111,1,0.8054,0,0,0,0,5.6661,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Act1
8.4583,1.048,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Act-1
8.4545,1.0331,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Act-1
7.2143,1,1.317,0,0,0,1,2.7495,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Act1
7.1667,1,0.9722,0,0,0,0,6.1051,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Act1
7.8571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Act-1
8.1667,1.037,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Act-1
8.5735,1.111,1.6012,0,0,0,4,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,Act-1
8.2083,1.338,1.1162,0,0,5.5365,2,6.4958,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,Act1
7.9493,1.1256,1.0513,0,0,9.1376,0,7.0687,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,Act-1
7.7319,1.1256,1.0336,0,0,9.355,0,7.0687,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,Act1
7.6955,1.123,1.1168,0,0,11.0073,1,5.4462,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,Act-1
7.6894,1.1396,1.0528,0,0,9.4025,0,8.847,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,Act-1
7.3175,1.3074,1.0814,0,0,21.712,0,6.633,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,Act1
7.663,1.1399,1.0624,0,0,9.3329,0,7.1589,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,Act-1
7.7233,1.2354,1.095,0,0,18.0276,0,8.297,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,Act-1
7.6955,1.2296,1.0626,0,0,18.0304,0,10.2627,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,Act-1
7.3587,1.1302,0.9674,0,0,10.432,0,7.0059,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,Act-1
7.0303,1.2435,1.226,0,0,13.0993,0,5.1723,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,Act-1
7.6859,1.1541,0.8318,0,0,3.6786,1,7.4416,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,Act-1
7.3767,1.2043,1.1018,0,0,20.7041,0,10.2727,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,Act1
7.6577,1.4554,0.9624,0,0,16.4335,2,14.0337,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,Act-1
8.0365,1.1468,1.0854,1,0,1.5659,0,6.5975,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,Act-1
7.5833,1.5688,1.0272,0,0,14.4838,0,6.0275,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,Act1
7.4265,1.4857,1.0696,0,0,27.6161,0,5.6366,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,Act-1
7.1667,1.4765,1.047,0,1,16.4401,0,8.5348,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,Act-1
7.6699,1.1988,1.1156,0,0,18.1746,0,8.4952,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,Act-1
7.6176,1.5329,1.0559,0,0,14.0529,0,5.6366,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,Act-1
7.9667,1.3313,0,0,0,7.5441,0,1.8899,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Act-1
7.3095,1.401,0.9991,0,0,17.7902,0,6.0594,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,Act1
7.8021,1.3229,1.3407,0,0,12.3218,0,6.268,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,Act-1
7.3914,1.3455,0.9938,0,0,15.1083,0,6.9158,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,Act-1
7.4259,1.3515,1.0728,0,0,14.8043,0,6.9909,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,Act-1
7.3333,1.3571,1.0557,0,0,17.4452,0,6.4522,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,Act-1
7.2659,1.153,1.1866,0,0,10.897,0,7.4757,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Act-1
7.5139,1.3152,1.0795,0,0,15.8804,0,8.6133,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,Act-1
7.4074,1.2844,1.1462,0,0,14.3693,0,5.6788,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,Act-1
7.4386,1.3189,1.1737,0,0,20.8205,0,7.0059,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,Act-1
7.3981,1.194,0.9726,0,0,4.154,0,8.5403,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,Act-1
7.7063,1.1445,1.0708,0,0,9.3937,0,8.847,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,Act-1
7.6795,1.318,0.6915,0,0,7.6875,1,6.5523,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,Act-1
7.4686,1.382,0.924,0,0,14.1908,0,7.4538,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,Act-1
7.7564,1.3257,1.0595,0,0,12.3185,0,6.3233,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,Act-1
7.9137,1.3113,1.2432,0,0,12.068,1,6.4522,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,Act-1
7.3578,1.3207,0.9672,0,0,14.9459,1,6.9909,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,Act-1
7.4206,1.4403,1.1698,0,0,21.0138,0,8.1052,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,Act-1
7.3167,1.402,0.9539,0,0,17.7475,0,6.0594,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,Act-1
7.7121,1.2536,0.5384,0,0,7.3687,1,2.96,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Act-1
7.3083,1.3554,0.9329,0,0,17.7337,0,6.4497,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,Act-1
8.5722,1.2035,1.0787,0,0,5.3778,1,5.681,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,Act-1
8.1286,1.4601,0.7869,0,0,16.1132,0,10.1651,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,Act1
8.0871,1.3755,1.0318,0,0,15.806,1,7.1752,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,Act-1
8.2315,1.2618,0.9884,0,0,4.7905,1,9.1255,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,Act1
8.2917,1.3763,1.1198,0,0,11.3719,1,6.4839,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,Act1
7.9599,1.4214,1.0008,0,1,13.983,1,6.6226,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,Act1
8.1167,1.4685,0.8818,0,1,13.6125,1,9.4806,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,Act1
7.9684,1.5116,0.9626,0,1,20.8651,1,10.2437,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,Act1
7.9969,1.4214,1.0317,0,1,11.3922,1,2.8717,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,Act-1
8.1567,1.4685,0.9414,0,1,11.0632,1,6.3233,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,Act-1
8.1872,1.2853,0.9769,1,1,2.7327,4,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,Act-1
8.4167,1.0419,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
7.4295,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Act1
7.6159,1.2412,0.6397,0,0,3.6626,0,10.8683,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Act1
8.5333,1.0622,0,2,0,0,0,3.7545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8,1.2526,0.7857,1,0,7.439,0,8.2496,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
8.155,1.4232,1.0521,0,0,6.602,0,16.2605,1,1,1,1,5,19,19,0,0,0,0,0,1,1,1,1,Act-1
7.9907,1.1708,1.2935,0,0,0,0,12.2308,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.7951,1.1517,1.2142,0,0,0,0,12.5778,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.0479,1.2623,0.8608,0,0,6.633,1,14.0427,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,Act1
7.9306,1.2671,0.8495,0,0,5.4255,1,15.5347,1,1,1,1,0,2,2,0,0,0,0,1,0,0,0,1,Act-1
7.5856,1.0161,0.8263,0,0,0,0,11.48,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
7.6495,1.0223,0.8527,0,0,0,0,10.6262,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.6609,1.3045,1.0241,0,0,9.498,0,10.3674,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act-1
7.5625,1.3195,0.9812,0,0,9.5681,0,9.8592,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act1
7.5808,1.2494,1.1458,0,0,0,0,13.667,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
7.5694,1.1978,1.0496,0,0,0,0,11.776,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
7.5694,1.1546,1.0466,0,0,0,0,11.7609,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
7.6714,1.1521,1.0166,0,0,0,0,12.3838,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.5722,1.1546,1.0291,0,0,0,0,11.5757,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
8.1917,1.2311,0.9438,0,1,1.4808,0,2.7495,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,Act-1
7.6806,1.089,0.1768,0,0,0,0,6.3201,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Act1
7.4694,1.1948,1.1092,0,0,0,0,12.2274,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.6667,1.1262,0.6093,0,0,0,0,6.1212,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
7.6106,1.0095,0.9919,0,0,0,0,12.3646,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
7.8017,1.1225,0.9059,0,0,0,0,7.9721,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.4907,1.2637,0.9487,0,0,2.4818,1,7.2795,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
7.3362,1.1955,1.0946,0,0,0,0,12.3616,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.5722,1.1531,1.0296,0,0,0,0,11.6105,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.3006,1.1566,1.0157,0,0,0,0,12.1674,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.2204,1.11,0.9071,0,0,0,0,8.7418,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
8.05,1.2246,1.0704,0,0,6.0943,0,8.3733,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,Act-1
7.7172,1.498,0.9088,0,0,18.7773,1,14.7847,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,Act1
7.6667,1.5385,1.0006,0,0,17.6222,0,13.765,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,Act1
8.6111,1.0821,0,1,0,0,0,3.7798,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
7.6014,1.1771,1.0242,0,0,0,0,7.903,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
7.2955,1.0529,0.9905,0,0,0,0,8.3666,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
7.3967,1.2826,0.9997,0,0,18.8157,0,11.5196,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,Act-1
7.4298,1.0089,0.9009,0,0,0,0,9.6108,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,Act1
8.0162,1.0259,1.1096,0,0,0,0,8.4894,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.4103,1.1795,1.0562,1,0,1.4403,0,7.5786,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,Act-1
8.4778,1.1811,1.1401,2,0,1.4204,0,7.5786,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,Act-1
8.4778,1.1811,1.1401,2,0,1.4204,0,7.5786,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,Act-1
8.4103,1.1795,1.0562,1,0,1.4403,0,7.5786,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,Act-1
8.4778,1.1811,1.1401,2,0,1.4204,0,7.5786,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,Act-1
7.6458,1.247,0.9376,0,0,15.3283,0,16.7984,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,Act1
7.9048,1.6352,1.1479,0,0,7.7788,0,10.948,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,Act1
8.1603,1.5902,1.0984,4,0,5.579,0,11.589,1,1,1,1,0,2,2,0,0,0,0,0,0,1,0,1,Act-1
7.923,1.6141,1.138,1,0,7.5911,0,11.0689,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,Act1
7.5486,1.3195,0.9794,0,0,9.612,1,9.8592,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,Act-1
7.5833,1.3392,0,0,0,10.0288,0,4.1689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.9722,1.4204,0.8083,0,0,15.2191,0,12.0794,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Act1
7.9167,1.277,0.9833,0,0,5.272,0,4.3952,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.6944,1.2365,0.9395,0,0,7.8336,0,8.8707,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.9359,1.0532,0.8956,1,0,0,0,7.7667,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
7.5101,1.1009,0.9057,0,0,0,0,16.2192,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.5679,1.2044,0.6338,0,0,5.8145,0,8.2999,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Act-1
7.6212,1.2648,0.9119,0,0,8.5758,0,10.5206,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,Act1
7.8333,1.169,0.6996,0,0,3.5648,0,7.2087,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.4008,1.1726,0.7955,0,0,6.112,0,7.2238,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.119,1.11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
8.0238,1.3352,1.0171,0,0,1.2808,0,12.0728,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
7.7661,1.2994,1.0004,0,1,10.767,0,7.7447,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Act1
7.7989,1.2338,0.9917,0,0,4.9995,0,10.5242,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act1
7.7632,1.2322,1.1184,0,0,7.3983,0,10.8586,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.0222,1.2925,0.9388,1,0,0,0,6.5482,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.4206,1.401,1.0601,0,0,16.8547,0,6.4166,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Act-1
7.4831,1.382,0.8958,0,0,14.1568,0,7.4538,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,Act-1
7.7168,1.2705,0.9,0,1,18.5626,0,11.4293,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Act-1
8.2821,1.2185,0,0,1,1.3944,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,Act-1
8.1889,1.1444,0.9676,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,Act-1
8.466,1.2739,1.0101,0,0,4.6903,0,7.4823,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
8.5792,1.2197,0.5167,0,0,3.5155,1,4.5032,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Act-1
8.4111,1.2434,0.6294,1,0,3.2835,1,3.7545,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
8.2164,1.3728,0.7186,0,0,5.9067,0,3.909,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act1
8.4792,1.2278,1.2584,0,0,3.9233,0,2.8717,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.9792,1.3324,1.2211,0,0,2.3981,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,Act1
8.0764,1.4001,0.8109,0,0,5.1341,0,3.7044,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,Act1
8.0744,1.414,0.8395,0,0,14.6237,0,10.239,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Act1
8.6019,1.4508,0.7279,0,0,8.2315,0,7.3782,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,Act-1
8.4613,1.4608,0.8252,0,0,8.7782,0,5.5595,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,Act1
8.23,1.414,0.9637,0,0,13.5408,0,9.8365,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Act-1
8.07,1.414,0.926,0,0,14.6546,0,9.8365,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,Act-1
8.1571,1.5623,1.029,0,0,13.3979,0,12.3325,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Act-1
7.6345,1.2707,0.9702,0,1,15.0505,0,13.8757,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,Act1
8.1429,1.4883,1.0116,0,0,13.672,0,7.3335,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,Act1
8.1429,1.4883,1.091,0,0,13.8402,0,5.6502,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,Act1
8.1458,1.338,1.0988,0,0,5.7412,0,6.4958,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act1
8.4599,1.4771,0.7893,0,0,14.8531,0,8.9631,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,Act1
7.8246,1.5041,0.8268,0,1,15.9117,0,5.6502,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,Act1
7.6004,1.6453,0.9967,0,0,25.6289,0,16.6908,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,Act1
7.8093,1.5987,0.9053,0,0,22.926,0,14.977,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,Act1
7.9456,1.4082,0.8365,0,0,17.362,0,9.9981,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,Act1
7.9933,1.5588,1.0313,0,1,18.3875,2,8.3093,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,Act1
7.8438,1.5799,1.0851,0,2,22.225,0,11.237,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,Act-1
7.8131,1.5742,1.0057,0,2,24.3384,0,11.237,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,Act1
7.9598,1.5377,1.0646,0,1,18.6513,0,11.237,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,Act1
8.075,1.4175,0.9856,0,0,12.8043,0,10.0707,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,Act1
